City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Weather
445,San Quintin,30.4833,-115.95,62.55,30,1,2.04,MX,clear sky
446,Port Hedland,-20.3167,118.5667,84.25,89,4,9.22,AU,clear sky
447,Shahr-E Babak,30.1165,55.1186,42.12,35,0,2.17,IR,clear sky
448,Tefe,-3.3542,-64.7114,89.71,70,75,4.61,BR,broken clouds
449,Buchanan,5.8808,-10.0467,82.36,73,77,11.65,LR,broken clouds
450,Miandrivazo,-19.5167,45.4667,77.83,82,100,11.41,MG,overcast clouds
451,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,85.8,70,40,5.75,BR,scattered clouds
452,Manta,-0.95,-80.7333,82.18,69,75,6.91,EC,broken clouds
453,Garowe,8.4054,48.4845,73.56,60,100,14.38,SO,overcast clouds
454,Ihosy,-22.4,46.1167,69.76,92,100,7.83,MG,light rain
455,Tanggu,39.0211,117.6469,24.76,43,100,4.29,CN,overcast clouds
456,Muros,42.7762,-9.0603,58.23,63,34,10.38,ES,scattered clouds
457,Ahipara,-35.1667,173.1667,72.37,98,100,6.76,NZ,overcast clouds
458,Palu,-0.8917,119.8707,75.58,92,99,3.24,ID,overcast clouds
459,Opelousas,30.5335,-92.0815,55.42,35,0,0.0,US,clear sky
460,Vardo,70.3705,31.1107,26.58,74,75,23.02,NO,broken clouds
461,Aurillac,44.9167,2.45,37.65,96,100,4.56,FR,overcast clouds
462,Westport,41.1415,-73.3579,30.33,60,82,1.01,US,broken clouds
463,Terra Santa,-2.1042,-56.4869,75.36,97,100,1.48,BR,moderate rain
464,Najran,17.4924,44.1277,61.45,40,6,5.14,SA,clear sky
465,Anchorage,61.2181,-149.9003,26.64,90,0,3.0,US,clear sky
466,Fort Nelson,58.8053,-122.7002,11.79,92,40,8.05,CA,scattered clouds
467,Tigil,57.8,158.6667,4.17,85,56,5.57,RU,broken clouds
468,Ilulissat,69.2167,-51.1,1.42,55,100,6.91,GL,overcast clouds
469,Vilhena,-12.7406,-60.1458,75.42,83,75,13.8,BR,broken clouds
470,Ranong,9.9658,98.6348,75.25,89,55,4.85,TH,broken clouds
471,Rey Bouba,8.6724,14.1786,82.06,14,3,3.91,CM,clear sky
472,Biharamulo,-2.6319,31.3089,63.07,84,93,1.99,TZ,overcast clouds
473,Tromso,69.6496,18.957,30.22,64,0,19.57,NO,clear sky
474,Qaqortoq,60.7167,-46.0333,7.3,62,100,5.39,GL,overcast clouds
475,Yaan,7.3833,8.5667,88.07,12,6,2.75,NG,clear sky
476,Sesheke,-17.4759,24.2968,67.06,92,36,5.46,ZM,light rain
477,Inhambane,-23.865,35.3833,78.78,89,40,13.8,MZ,scattered clouds
478,Simao,22.7886,100.9748,48.2,95,8,2.39,CN,clear sky
479,Joensuu,62.6012,29.7632,27.27,92,100,5.01,FI,overcast clouds
480,Pietarsaari,63.65,22.6833,32.9,87,96,13.51,FI,overcast clouds
481,Dapaong,10.8639,0.205,86.05,12,0,5.19,TG,clear sky
482,Kurilsk,45.2333,147.8833,23.92,79,94,7.85,RU,overcast clouds
483,Atbasar,51.8,68.3333,7.25,87,73,10.49,KZ,broken clouds
484,Chhabra,24.6667,76.8333,62.4,30,0,5.41,IN,clear sky
485,Havelock,34.8791,-76.9013,50.99,69,66,8.01,US,broken clouds
486,Barcelos,41.5388,-8.6151,55.85,67,22,5.21,PT,few clouds
487,Dhali,10.5,77.1667,77.05,79,80,1.59,IN,broken clouds
488,Wattegama,6.7989,81.4808,71.33,76,100,4.65,LK,overcast clouds
489,Whitehorse,60.7161,-135.0538,32.77,86,75,10.36,CA,light snow
490,Coihaique,-45.5752,-72.0662,83.01,41,20,8.05,CL,few clouds
491,Bakchar,57.0186,82.0711,9.77,89,100,5.32,RU,overcast clouds
492,Kenai,60.5544,-151.2583,20.14,92,0,0.0,US,clear sky
493,Makakilo City,21.3469,-158.0858,73.29,80,0,0.0,US,clear sky
494,Vetlanda,57.4289,15.0776,33.67,94,61,5.93,SE,broken clouds
495,Antalaha,-14.9003,50.2788,76.59,87,80,5.3,MG,broken clouds
496,Mani,4.8172,-72.2886,94.5,31,76,9.4,CO,broken clouds
497,Mudon,16.2578,97.7164,74.16,79,48,3.09,MM,scattered clouds
498,Abalak,58.1286,68.5944,9.23,93,100,5.14,RU,overcast clouds
499,Olds,51.7834,-114.102,47.25,48,100,11.5,CA,overcast clouds
500,Xunchang,28.4543,104.715,41.11,93,100,2.51,CN,overcast clouds
501,Kerur,16.0167,75.5667,72.25,55,37,6.38,IN,scattered clouds
502,Samarai,-10.6167,150.6667,81.32,79,100,11.83,PG,overcast clouds
503,Itupiranga,-5.1347,-49.3267,89.92,64,95,2.44,BR,overcast clouds
504,Charters Towers,-20.1,146.2667,69.6,78,16,7.52,AU,few clouds
505,Hobyo,5.3505,48.5268,76.78,68,36,14.03,SO,scattered clouds
506,Qandala,11.472,49.8728,75.33,67,35,1.88,SO,scattered clouds
507,Wajima,37.4,136.9,33.44,71,97,16.17,JP,light snow
508,Mujiayingzi,42.1167,118.7833,9.37,80,0,5.97,CN,clear sky
509,Baherden,38.4362,57.4316,40.51,63,82,5.68,TM,broken clouds
510,Japura,-0.3167,102.35,72.59,97,100,2.68,ID,light rain
511,Borovskoy,53.8,64.15,1.2,91,66,5.91,KZ,broken clouds
512,Cajamarca,-7.1638,-78.5003,64.47,63,75,3.44,PE,broken clouds
513,Gazli,40.1333,63.45,39.25,61,100,5.37,UZ,overcast clouds
514,Rawson,-43.3002,-65.1023,75.96,34,15,15.9,AR,few clouds
515,Dali,25.7,100.1833,36.68,88,4,5.73,CN,clear sky
516,Hay River,60.8156,-115.7999,15.78,86,100,12.66,CA,snow
517,Bonavista,48.6499,-53.1147,17.11,64,100,25.23,CA,overcast clouds
518,Mount Pleasant,32.7941,-79.8626,47.07,60,100,1.99,US,overcast clouds
519,Pombas,17.1503,-25.0201,73.18,77,7,12.46,CV,clear sky
520,Sambava,-14.2667,50.1667,75.99,89,48,8.55,MG,light rain
521,Codrington,-38.2667,141.9667,59.04,73,0,9.44,AU,clear sky
522,Kalabo,-14.97,22.6814,69.69,88,99,3.47,ZM,moderate rain
523,Korla,41.7597,86.1469,24.26,46,9,5.08,CN,clear sky
524,Norden,53.6,7.2,41.97,87,100,1.99,DE,overcast clouds
525,Milkovo,54.7167,158.6167,15.19,90,100,9.75,RU,overcast clouds
526,Ventspils,57.3894,21.5606,37.33,93,75,9.22,LV,broken clouds
527,Vargem Alta,-20.6714,-41.0069,80.26,67,30,5.03,BR,scattered clouds
528,Bonanza,14.0289,-84.591,83.68,48,28,5.97,NI,scattered clouds
529,Kudahuvadhoo,2.6708,72.8944,82.11,64,47,11.12,MV,scattered clouds
530,Oranienburg,52.75,13.2333,42.06,94,100,4.0,DE,overcast clouds
531,Campeche,19.0,-90.5,83.95,47,42,2.51,MX,scattered clouds
532,Tall Kayf,37.0833,41.0667,44.94,45,40,6.91,TR,scattered clouds
533,Buraydah,26.326,43.975,55.85,36,0,6.4,SA,clear sky
534,Mayo,38.8876,-76.5119,38.55,39,0,1.99,US,clear sky
535,Qingyuan,23.7,113.0333,55.38,90,100,3.56,CN,overcast clouds
536,Lahat,-3.8,103.5333,72.3,93,100,2.75,ID,overcast clouds
537,Meulaboh,4.1363,96.1285,77.0,89,90,8.86,ID,overcast clouds
538,Yubari,43.0378,141.9578,20.93,95,93,3.51,JP,light snow
539,Santa Lucia,27.9117,-15.5407,63.77,73,20,19.57,ES,few clouds
540,Smidovich,48.6,133.8167,-3.23,99,100,3.27,RU,overcast clouds
541,Esmeraldas,-19.7625,-44.3139,75.31,90,100,6.02,BR,overcast clouds
542,Tilichiki,60.4667,166.1,-14.31,86,63,9.01,RU,broken clouds
543,Shenjiamen,29.9576,122.298,42.58,75,95,11.79,CN,light rain
544,Maceio,-9.6658,-35.7353,89.04,48,20,16.11,BR,few clouds
545,Nemuro,43.3236,145.575,24.98,75,89,17.11,JP,overcast clouds
546,Khandbari,27.3747,87.2039,48.99,81,52,2.15,NP,broken clouds
547,Laem Sing,12.4816,102.0738,84.15,72,35,1.12,TH,scattered clouds
548,Krasnoarmeysk,51.0239,45.6969,5.07,96,58,6.13,RU,broken clouds
549,Grindavik,63.8424,-22.4338,27.07,74,100,8.05,IS,overcast clouds
550,Loukhi,66.0764,33.0381,11.34,95,99,9.22,RU,overcast clouds
551,Samfya,-11.3649,29.5565,65.73,93,89,4.32,ZM,moderate rain
552,Petrove,48.3247,33.2562,28.56,88,77,7.67,UA,broken clouds
553,Gladstone,-23.85,151.25,71.53,64,15,8.05,AU,few clouds
554,Luorong,24.4058,109.6086,48.22,94,100,3.29,CN,light rain
555,Ust-Maya,60.4167,134.5333,-33.93,100,99,1.99,RU,overcast clouds
556,Panaba,21.2833,-88.2667,79.75,57,34,11.23,MX,scattered clouds
557,Galle,6.0367,80.217,77.58,80,88,1.77,LK,overcast clouds
558,Batagay,67.6333,134.6333,-31.34,95,100,1.45,RU,overcast clouds
559,Kalmunai,7.4167,81.8167,76.32,80,97,7.34,LK,light rain
560,Necochea,-38.5473,-58.7368,65.03,73,91,19.8,AR,overcast clouds
561,Canico,32.6333,-16.85,64.13,78,75,1.99,PT,broken clouds
562,Vanimo,-2.6741,141.3028,77.32,88,93,5.19,PG,overcast clouds
563,Beisfjord,68.3751,17.5988,30.25,81,100,9.19,NO,overcast clouds
564,Yarmouth,41.7057,-70.2286,32.25,60,0,3.44,US,clear sky
565,Selenginsk,52.0064,106.8647,14.41,96,100,5.06,RU,snow
566,Piet Retief,-27.0071,30.8132,58.87,98,48,3.83,ZA,scattered clouds
567,Sambalpur,21.45,83.9667,61.56,33,44,1.66,IN,scattered clouds
568,Beloha,-25.1667,45.05,74.26,94,100,19.89,MG,moderate rain
569,Annau,37.8876,58.516,35.1,87,85,4.61,TM,overcast clouds
570,Gemena,3.25,19.7667,79.3,25,61,3.04,CD,broken clouds
571,Alugan,12.2188,125.4808,78.82,81,37,15.37,PH,scattered clouds
572,Huadian,42.9633,126.7478,-5.3,96,13,1.92,CN,few clouds
573,Abeche,13.8292,20.8324,72.81,12,46,11.21,TD,scattered clouds
574,Emerald,-23.5333,148.1667,70.34,72,35,9.01,AU,scattered clouds
575,Sedalia,38.7045,-93.2283,41.43,56,0,13.8,US,clear sky
576,Kilindoni,-7.9139,39.6668,81.41,83,100,11.52,TZ,overcast clouds
577,Cruz Alta,-28.6386,-53.6064,80.58,25,0,14.5,BR,clear sky
578,Ishigaki,24.3448,124.1572,65.46,68,94,15.66,JP,overcast clouds
579,Qui Nhon,13.7667,109.2333,70.54,90,95,7.38,VN,overcast clouds
580,Shihezi,44.3,86.0333,0.95,91,60,6.13,CN,broken clouds
581,Broken Hill,-31.95,141.4333,71.55,37,6,14.54,AU,clear sky
582,Bairiki,1.3292,172.9752,80.6,83,40,6.91,KI,scattered clouds
583,Seoul,37.5683,126.9778,20.64,67,0,2.3,KR,clear sky
584,Salalah,17.0151,54.0924,75.29,83,0,0.0,OM,clear sky
585,Linhares,-19.3911,-40.0722,86.9,56,52,10.18,BR,broken clouds
586,Baker City,44.7749,-117.8344,50.65,78,40,2.3,US,scattered clouds
587,Naze,28.3667,129.4833,51.84,64,100,8.08,JP,overcast clouds
588,Prince Rupert,54.3161,-130.3201,46.49,76,100,18.41,CA,overcast clouds
589,Port Keats,-14.25,129.55,77.95,87,95,7.34,AU,overcast clouds
590,Nuuk,64.1835,-51.7216,7.41,56,75,17.27,GL,broken clouds
591,Disna,55.568,28.1971,32.68,97,100,15.68,BY,light snow
592,La Rochelle,46.1667,-1.15,52.68,87,100,17.27,FR,overcast clouds
593,Worland,44.0169,-107.9554,40.35,74,0,1.99,US,clear sky
594,Bubaque,11.2833,-15.8333,78.01,69,31,14.76,GW,scattered clouds
595,Nhulunbuy,-12.2333,136.7667,75.81,94,100,5.75,AU,overcast clouds
596,Poltavka,54.3663,71.7632,-1.7,91,39,6.51,RU,scattered clouds
597,Kargasok,59.0556,80.8572,0.3,100,88,4.5,RU,overcast clouds
598,Asau,46.4333,26.4,41.4,66,100,6.11,RO,overcast clouds
599,Itarema,-2.9248,-39.9167,86.14,60,31,14.18,BR,scattered clouds
600,Aykhal,66.0,111.5,-19.59,98,100,5.46,RU,overcast clouds
601,Urengoy,65.9667,78.3667,-23.8,100,54,5.1,RU,broken clouds
602,Kojori,41.6594,44.7025,24.3,72,97,3.29,GE,overcast clouds
603,Mangrol,21.1167,70.1167,67.77,69,6,8.32,IN,clear sky
604,Terenos,-20.4422,-54.8603,78.51,83,75,8.05,BR,light rain
605,Kearney,40.6995,-99.0815,41.92,49,0,17.0,US,clear sky
606,Lisakovsk,52.5369,62.4936,4.66,92,64,5.57,KZ,broken clouds
607,Berlevag,70.8578,29.0864,22.21,84,52,18.34,NO,broken clouds
608,Zhiryatino,53.2228,33.7306,32.32,95,100,11.16,RU,overcast clouds
609,Suntar,62.1444,117.6319,1.33,98,100,1.9,RU,overcast clouds
610,Soure,-0.7167,-48.5233,79.36,83,99,6.26,BR,moderate rain
611,Marjamaa,58.9039,24.4306,34.66,99,100,7.9,EE,overcast clouds
612,Sioux Lookout,50.1001,-91.917,8.67,66,20,3.44,CA,few clouds
613,Havre-Saint-Pierre,50.2334,-63.5986,5.59,51,0,16.11,CA,clear sky
614,Urumqi,43.801,87.6005,4.15,78,3,4.47,CN,mist
615,Rancho Palos Verdes,33.7445,-118.387,76.08,29,0,0.0,US,clear sky
616,Tornio,65.8481,24.1466,26.62,96,96,16.8,FI,snow
617,Balabac,7.9868,117.0645,80.46,79,94,18.39,PH,overcast clouds
618,Road Town,18.4167,-64.6167,75.29,94,40,10.36,VG,scattered clouds
619,Barahona,18.2085,-71.1008,80.02,62,44,8.84,DO,scattered clouds
620,Ciudad Dario,12.7314,-86.124,83.01,33,5,12.12,NI,clear sky
621,Honningsvag,70.9821,25.9704,28.81,74,17,31.41,NO,few clouds
622,Stolin,51.8912,26.846,33.4,95,100,13.87,BY,overcast clouds
623,Port Washington,40.8257,-73.6982,31.62,56,75,3.0,US,broken clouds
624,Avera,33.194,-82.5271,48.7,43,70,10.51,US,broken clouds
625,Kroya,-7.6331,109.2461,80.19,88,100,4.09,ID,light rain
626,Mon,26.75,95.1,47.26,91,23,3.22,IN,few clouds
627,Pauini,-7.7136,-66.9764,83.07,69,98,0.78,BR,overcast clouds
628,Cove,7.221,2.3402,89.53,25,0,6.55,BJ,clear sky
629,Umarizal,-5.9906,-37.8144,94.84,34,66,8.05,BR,broken clouds
630,Lebedinyy,58.5167,125.5167,-12.15,86,12,7.31,RU,few clouds
631,Sao Jose Da Coroa Grande,-8.8978,-35.1478,84.22,62,92,12.66,BR,overcast clouds
632,Poya,-21.35,165.15,77.86,93,100,6.4,NC,moderate rain
633,Houlton,46.1262,-67.8403,13.71,51,0,0.0,US,clear sky
634,Morant Bay,17.8815,-76.4093,85.62,59,3,8.08,JM,clear sky
635,Gizo,-8.103,156.8419,83.08,78,96,12.8,SB,overcast clouds
636,Sysert,56.4953,60.8192,1.38,99,100,2.93,RU,overcast clouds
637,Mananjary,-21.2167,48.3333,78.6,92,100,11.7,MG,moderate rain
638,Sakakah,29.9697,40.2064,51.37,50,4,9.08,SA,clear sky
639,Porlamar,10.958,-63.8491,86.09,58,74,18.41,VE,broken clouds
640,Ola,59.5833,151.2833,-4.86,74,20,11.14,RU,few clouds
641,Madang,-5.2246,145.7966,75.88,92,100,6.82,PG,overcast clouds
642,Vallenar,-28.5708,-70.7581,88.27,20,0,11.61,CL,clear sky
643,Ponta Delgada,37.7333,-25.6667,64.51,88,40,13.8,PT,scattered clouds
644,Oksfjord,70.2396,22.3479,27.52,86,27,13.15,NO,scattered clouds
645,Hebi,35.8992,114.1925,33.91,30,100,1.88,CN,overcast clouds
646,Sungai Padi,6.0851,101.8766,80.38,96,88,1.21,TH,overcast clouds
647,Santa Isabel Do Rio Negro,-0.4139,-65.0192,86.92,57,100,5.46,BR,overcast clouds
648,Djenne,13.9061,-4.5533,84.54,8,0,6.96,ML,clear sky
649,Petropavlovsk-Kamchatskiy,53.0452,158.6483,27.19,69,75,17.9,RU,light shower snow
650,Khuzhir,53.1939,107.3397,13.86,88,81,5.75,RU,broken clouds
651,Namie,37.4833,141.0,31.71,67,19,6.71,JP,few clouds
652,Voyvozh,62.892,54.9635,12.69,89,96,10.4,RU,overcast clouds
653,Orlik,52.5178,99.825,-9.02,92,68,3.33,RU,broken clouds
654,Kuybyshevo,47.8123,38.9073,32.5,88,100,8.93,RU,overcast clouds
655,Dalvik,65.9702,-18.5286,24.73,88,100,4.94,IS,light snow
656,Ondjiva,-17.0667,15.7333,69.4,75,100,4.25,AO,light rain
657,Ocampo,21.65,-101.5,67.95,25,2,15.3,MX,clear sky
658,New Amsterdam,6.25,-57.5167,80.76,80,100,5.84,GY,light rain
659,Ugoofaaru,5.6667,73.0,81.43,66,76,10.83,MV,broken clouds
660,Vanderhoof,54.0166,-124.0198,31.69,81,81,2.71,CA,broken clouds
661,Semme,46.1963,1.5007,45.01,95,100,13.6,FR,overcast clouds
662,Nara,34.6851,135.8049,36.68,62,18,3.2,JP,few clouds
663,Lufilufi,-13.8745,-171.5986,74.98,80,97,17.18,WS,light rain
664,New Castle,41.0037,-80.347,34.99,73,0,4.61,US,clear sky
665,Richards Bay,-28.783,32.0377,72.16,92,18,6.55,ZA,moderate rain
666,Kasongo,-4.45,26.6667,69.94,94,98,1.86,CD,moderate rain
667,Lensk,60.7253,114.9278,10.13,96,100,4.94,RU,light snow
668,Cockburn Town,21.4612,-71.1419,80.56,44,20,14.97,TC,few clouds
